Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other,Day ahead forecast,Hour ahead forecast,Current demand
00:00,-21,3251,916,301,203,165,20,2269,11520,841,-80,7720,0,26627,26267,26167
00:05,-21,3246,914,301,203,163,21,2269,11871,707,-133,7531,0,25425,25887,26049
00:10,-21,3209,914,301,204,152,20,2269,12027,683,-52,7312,0,25425,25887,25983
00:15,-21,3155,913,302,204,151,20,2269,11856,669,-15,7300,0,25425,25887,25856
00:20,-22,3114,914,296,204,151,21,2270,11716,667,-13,7393,0,25425,25426,25760
00:25,-22,3107,915,271,204,151,20,2269,11591,668,-14,7397,0,25425,25426,25596
00:30,-22,3100,915,276,204,152,21,2270,11404,662,-15,7491,0,25425,25426,25461
00:35,-22,3098,916,267,204,152,20,2270,11323,657,-13,7467,0,25425,25034,25336
00:40,-22,3063,917,266,203,153,20,2270,11233,656,-14,7480,0,25425,25034,25204
00:45,-22,3042,916,265,203,153,20,2269,11097,657,-14,7530,0,25425,25034,25093
00:50,-22,2995,917,265,203,153,20,2270,11073,654,-31,7477,0,25425,24661,24975
00:55,-22,2965,917,265,204,153,20,2270,11110,653,-158,7516,0,25425,24661,24831
01:00,-22,2944,917,265,203,153,20,2270,11152,609,-179,7482,0,25425,24661,24701
01:05,-21,2938,917,268,203,154,20,2269,11075,501,-78,7396,0,24056,24343,24580
01:10,-21,2909,917,269,203,154,20,2271,10927,470,-48,7402,0,24056,24343,24475
01:15,-21,2905,912,271,204,154,20,2269,10920,468,-50,7339,0,24056,24343,24414
01:20,-21,2917,916,268,204,154,20,2269,10765,470,-50,7382,0,24056,24054,24302
01:25,-21,2908,918,268,204,154,21,2270,10657,470,-52,7376,0,24056,24054,24184
01:30,-21,2897,917,268,204,154,21,2269,10608,470,-68,7370,0,24056,24054,24109
01:35,-21,2859,918,268,204,154,21,2269,10707,470,-179,7376,0,24056,23745,24011
01:40,-21,2809,918,269,204,154,21,2269,10673,470,-140,7359,0,24056,23745,23924
01:45,-21,2752,918,267,204,155,20,2269,10568,469,-77,7256,0,24056,23745,23831
01:50,-21,2724,917,268,204,154,20,2269,10527,465,-132,7315,0,24056,23544,23768
01:55,-21,2703,917,269,204,139,20,2269,10535,462,-79,7236,0,24056,23544,23666
02:00,-21,2665,918,269,204,116,20,2269,10603,461,-105,7166,0,24056,23544,23591
02:05,-21,2630,918,273,204,114,20,2269,10766,454,-101,7014,0,23123,23386,23550
02:10,-21,2592,918,280,204,114,20,2267,10718,457,-89,7003,0,23123,23386,23470
02:15,-21,2566,917,280,204,114,20,2268,10682,451,-84,6995,0,23123,23386,23403
02:20,-20,2518,918,269,204,114,20,2268,10650,456,-89,7017,0,23123,23210,23351
02:25,-21,2496,918,267,204,114,20,2268,10635,450,-92,6992,0,23123,23210,23260
02:30,-21,2495,917,268,204,114,20,2268,10598,450,-96,6981,0,23123,23210,23200
02:35,-21,2467,917,270,204,115,20,2268,10594,457,-97,6905,0,23123,23012,23123
02:40,-22,2426,917,278,204,114,19,2269,10565,458,-96,6904,0,23123,23012,23059
02:45,-21,2414,917,285,204,115,20,2268,10522,451,-95,6920,0,23123,23012,23007
02:50,-22,2402,918,288,204,114,20,2268,10572,451,-96,6828,0,23123,22870,22939
02:55,-21,2388,917,293,204,114,20,2268,10572,450,-96,6814,0,23123,22870,22887
03:00,-22,2365,917,299,204,115,20,2268,10522,461,-96,6799,0,23123,22870,22804
03:05,-22,2356,918,302,204,114,20,2268,10488,461,-121,6891,0,22588,22779,22838
03:10,-22,2346,918,305,204,115,20,2268,10482,463,-125,6866,0,22588,22779,22783
03:15,-22,2342,918,307,204,114,20,2268,10454,460,-127,6868,0,22588,22779,22742
03:20,-22,2340,919,307,204,115,20,2268,10404,456,-145,6938,0,22588,22702,22735
03:25,-22,2325,918,309,204,115,20,2268,10379,447,-148,6945,0,22588,22702,22701
03:30,-22,2324,919,310,204,115,20,2268,10311,442,-145,6984,0,22588,22702,22666
03:35,-22,2358,920,310,204,114,20,2269,10279,443,-127,6956,0,22588,22632,22657
03:40,-22,2387,920,311,203,115,21,2269,10235,452,-126,6951,0,22588,22632,22648
03:45,-22,2396,920,311,204,115,21,2269,10189,455,-125,6948,0,22588,22632,22603
03:50,-22,2418,919,310,204,114,20,2269,10185,465,-126,6937,0,22588,22711,22600
03:55,-22,2428,920,311,203,115,21,2269,10182,465,-126,6932,0,22588,22711,22591
04:00,-22,2440,920,312,203,115,20,2269,10156,465,-132,6926,0,22588,22711,22578
