Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other,Day ahead forecast,Hour ahead forecast,Current demand
00:00,-23,2335,882,274,228,282,-5,2276,6698,3049,-3,7293,0,23609,23195,22907
00:05,-23,2260,881,275,228,274,-5,2275,6702,2803,7,7484,0,21970,22839,22802
00:10,-23,2220,881,252,227,276,-5,2275,6703,2721,12,7617,0,21970,22839,22787
00:15,-23,2202,881,273,228,270,-5,2275,6676,2646,11,7651,0,21970,22839,22685
00:20,-23,2159,882,274,228,269,-4,2276,6651,2600,4,7645,0,21970,22472,22582
00:25,-23,2125,882,273,228,269,-4,2276,6636,2587,6,7599,0,21970,22472,22450
00:30,-23,2097,882,251,228,268,-4,2276,6574,2598,-2,7527,0,21970,22472,22283
00:35,-23,2092,881,271,228,269,-4,2276,6546,2600,-4,7504,0,21970,22063,22207
00:40,-23,2084,881,271,229,270,-4,2276,6467,2624,0,7419,0,21970,22063,22064
00:45,-23,2105,882,271,223,270,-5,2276,6410,2611,-2,7348,0,21970,22063,21933
00:50,-23,2120,881,251,221,270,-5,2276,6314,2527,-4,7348,0,21970,21751,21785
00:55,-23,2106,882,271,221,270,-6,2276,6336,2523,-3,7334,0,21970,21751,21697
01:00,-23,2073,881,250,221,270,-5,2275,6318,2642,0,7186,0,21970,21751,21567
01:05,-23,2034,882,272,221,270,-6,2275,6298,2691,2,7010,0,20798,21433,21468
01:10,-22,2028,883,272,221,268,-6,2275,6292,2687,-1,6915,0,20798,21433,21372
01:15,-23,2048,882,258,221,268,-6,2274,6289,2690,-1,6753,0,20798,21433,21246
01:20,-23,2077,882,273,221,267,-6,2275,6296,2662,-6,6613,0,20798,21156,21126
01:25,-23,2099,882,273,221,268,-4,2275,6295,2608,-5,6510,0,20798,21156,21013
01:30,-23,2107,882,274,221,267,1,2274,6303,2615,-5,6412,0,20798,21156,20917
01:35,-23,2145,882,259,221,268,4,2274,6176,2689,0,6323,0,20798,20843,20818
01:40,-23,2173,882,274,217,271,5,2275,6157,2693,0,6236,0,20798,20843,20760
01:45,-23,2205,883,275,217,272,5,2274,6127,2693,0,6110,0,20798,20843,20665
01:50,-23,2260,882,274,217,273,5,2274,6123,2683,-1,6007,0,20798,20518,20612
01:55,-23,2313,882,276,217,273,6,2273,6108,2683,-1,5861,0,20798,20518,20510
02:00,-23,2384,882,277,217,273,6,2274,6021,2593,-1,5841,0,20798,20518,20437
02:05,-23,2431,882,278,217,273,6,2273,6008,2408,-1,5888,0,19961,20316,20342
02:10,-23,2471,882,277,218,281,6,2274,6035,2356,0,5863,0,19961,20316,20300
