Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other,Day ahead forecast,Hour ahead forecast,Current demand
00:00,0,2273,965,359,230,465,6,2260,11707,3859,1,8010,0,31530,30297,30155.0
00:05,0,2263,966,361,231,473,6,2260,11762,3706,48,7866,0,28700,29723,29931.0
00:10,0,2259,966,359,231,468,6,2260,11757,3596,50,7839,0,28700,29723,29796.0
00:15,0,2272,965,358,231,462,6,2260,11817,3556,-4,7683,0,28700,29723,29587.0
00:20,0,2273,966,360,231,462,7,2260,11976,3414,-24,7601,0,28700,29206,29429.0
00:25,0,2241,967,357,231,462,7,2260,12118,3272,-13,7668,0,28700,29206,29247.0
00:30,0,2258,968,356,231,461,7,2259,12142,3286,-53,7564,0,28700,29206,29136.0
00:35,0,2263,968,359,230,462,7,2259,12006,3289,-61,7531,0,28700,28640,28958.0
00:40,0,2246,966,360,230,461,7,2260,11848,3268,-61,7519,0,28700,28640,28771.0
00:45,0,2219,967,356,231,461,7,2260,11721,3232,-61,7536,0,28700,28640,28591.0
00:50,0,2194,968,357,231,460,6,2261,11568,3188,-62,7529,0,28700,28208,28382.0
00:55,0,2198,968,355,231,445,6,2260,11573,3173,-62,7466,0,28700,28208,28232.0
01:00,0,2246,968,355,231,422,6,2260,11410,3111,-64,7470,0,28700,28208,28074.0
01:05,0,2285,968,357,231,420,6,2260,11244,2811,-38,7715,0,26891,27753,27956.0
01:10,0,2315,968,356,231,421,6,2260,11185,2620,-1,7796,0,26891,27753,27824.0
01:15,0,2321,968,357,231,422,6,2260,11199,2584,-35,7752,0,26891,27753,27690.0
01:20,0,2330,967,355,231,422,6,2260,11153,2544,-61,7708,0,26891,27380,27541.0
01:25,0,2349,967,356,231,422,6,2261,11094,2524,-70,7704,0,26891,27380,27451.0
01:30,0,2385,968,357,231,422,6,2261,10950,2498,-65,7687,0,26891,27380,27314.0
01:35,0,2421,968,357,231,422,6,2261,10755,2487,-45,7648,0,26891,27026,27108.0
01:40,0,2402,968,358,231,421,6,2262,10689,2476,-41,7596,0,26891,27026,26970.0
01:45,0,2391,968,359,231,421,6,2262,10618,2481,-3,7443,0,26891,27026,26762.0
01:50,0,2367,968,360,231,422,6,2262,10384,2486,-15,7581,0,26891,26541,26647.0
01:55,0,2351,968,360,230,422,6,2262,10264,2476,2,7592,0,26891,26541,26546.0
02:00,0,2318,967,359,230,422,6,2262,10234,2449,-28,7595,0,26891,26541,26445.0
02:05,0,2260,968,359,231,422,6,2261,10153,2407,2,7677,0,25588,26273,26352.0
02:10,0,2192,967,357,231,422,6,2261,10162,2368,-5,7713,0,25588,26273,26286.0
02:15,0,2165,968,359,231,422,6,2263,10118,2364,-3,7693,0,25588,26273,26183.0
02:20,0,2167,968,362,231,422,6,2261,10071,2353,-22,7668,0,25588,26000,26111.0
02:25,0,2161,967,362,231,422,6,2262,10011,2349,4,7648,0,25588,26000,26014.0
02:30,0,2167,968,359,231,421,6,2262,9941,2340,-15,7658,0,25588,26000,25944.0
02:35,0,2191,968,360,231,420,6,2263,9835,2340,-9,7650,0,25588,25760,25858.0
02:40,0,2238,969,359,231,419,7,2263,9761,2346,3,7581,0,25588,25760,25752.0
02:45,0,2233,969,358,231,419,6,2262,9701,2342,-22,7570,0,25588,25760,25666.0
02:50,0,2235,969,357,231,419,7,2263,9614,2347,-11,7553,0,25588,25547,25600.0
02:55,0,2202,969,357,231,419,7,2263,9672,2348,-8,7421,0,25588,25547,25470.0
03:00,0,2185,968,359,231,418,7,2263,9666,2348,-4,7335,0,25588,25547,25369.0
03:05,0,2177,970,362,231,419,7,2262,9645,2314,0,7339,0,24758,25345,25339.0
03:10,0,2167,969,361,230,419,7,2262,9668,2305,0,7316,0,24758,25345,25300.0
03:15,0,2192,969,359,231,419,7,2263,9657,2310,0,7240,0,24758,25345,25239.0
03:20,0,2203,969,362,231,418,7,2263,9662,2312,0,7162,0,24758,25184,25187.0
03:25,0,2227,970,359,231,418,7,2263,9634,2299,-1,7139,0,24758,25184,25151.0
03:30,0,2229,970,359,231,417,7,2264,9647,2298,-8,7101,0,24758,25184,25116.0
03:35,0,2205,969,362,231,417,7,2263,9625,2309,-8,7075,0,24758,25042,25050.0
03:40,0,2193,970,363,232,417,7,2264,9541,2316,-1,7079,0,24758,25042,24981.0
03:45,0,2194,969,361,232,417,7,2263,9427,2309,0,7160,0,24758,25042,24942.0
03:50,0,2199,969,362,231,417,6,2263,9360,2310,0,7181,0,24758,24927,24902.0
03:55,0,2174,969,362,231,416,6,2265,9309,2323,-1,7245,0,24758,24927,24888.0
04:00,0,2170,968,361,231,416,6,2264,9352,2378,-5,7154,0,24758,24927,24874.0
04:05,0,2135,969,362,231,416,6,2265,9446,2428,-5,7072,0,24725,25018,24897.0
04:10,0,2108,968,363,231,417,6,2264,9431,2463,0,7121,0,24725,25018,24963.0
04:15,0,2096,969,362,232,417,6,2265,9399,2468,0,7165,0,24725,25018,24975.0
04:20,0,2103,969,363,232,417,6,2264,9381,2472,0,7198,0,24725,25029,24991.0
04:25,0,2104,969,362,233,417,6,2266,9435,2475,2,7150,0,24725,25029,25014.0
04:30,0,2114,969,363,233,417,6,2264,9480,2470,0,7119,0,24725,25029,25028.0
04:35,0,2111,969,363,232,417,6,2265,9355,2489,4,7243,0,24725,25144,25038.0
04:40,0,2118,969,361,232,418,6,2265,9348,2481,6,7277,0,24725,25144,25086.0
04:45,0,2112,969,363,232,417,6,2265,9310,2465,3,7310,0,24725,25144,25062.0
04:50,0,2097,969,362,232,417,6,2266,9368,2462,-2,7320,0,24725,25229,25088.0
04:55,0,2059,969,360,232,416,6,2265,9460,2463,-16,7320,0,24725,25229,25142.0
05:00,0,2045,969,363,231,416,6,2266,9529,2489,-28,7342,0,24725,25229,25208.0
05:05,0,2044,969,363,231,422,6,2266,9668,2560,-13,7268,0,25472,25562,25349.0
05:10,0,2044,968,363,231,441,6,2266,9734,2622,-1,7281,0,25472,25562,25519.0
05:15,0,2012,969,362,231,451,6,2266,9800,2620,0,7320,0,25472,25562,25635.0
05:20,0,2004,970,364,231,455,6,2266,9793,2628,0,7430,0,25472,25877,25733.0
05:25,0,1986,970,361,231,455,6,2267,9830,2617,0,7490,0,25472,25877,25816.0
05:30,0,2007,970,361,231,456,6,2267,9942,2618,-3,7424,0,25472,25877,25868.0
05:35,0,2038,970,362,231,456,6,2267,10020,2623,-6,7449,0,25472,26184,25995.0
05:40,0,2033,970,362,231,456,6,2266,10047,2636,0,7525,0,25472,26184,26119.0
05:45,0,2004,970,361,231,456,6,2266,10072,2637,0,7573,0,25472,26184,26182.0
05:50,0,1978,969,363,231,457,5,2267,10076,2634,0,7638,0,25472,26339,26216.0
05:55,0,1966,969,360,231,457,5,2267,10032,2630,0,7735,0,25472,26339,26253.0
06:00,0,1949,968,362,231,456,5,2267,9992,2649,3,7899,0,25472,26339,26333.0
06:05,0,1912,970,363,231,456,5,2267,9952,2811,6,8123,0,26643,26728,26637.0
06:10,3,1896,969,362,231,462,6,2266,9830,2994,6,8336,0,26643,26728,26895.0
06:15,43,1865,969,362,231,465,6,2267,9727,3067,6,8339,0,26643,26728,26964.0
06:20,118,1832,969,359,231,465,6,2266,9680,3081,7,8392,0,26643,27103,27041.0
06:25,244,1815,968,360,231,464,5,2267,9659,3079,7,8363,0,26643,27103,27094.0
06:30,411,1812,969,360,230,463,4,2266,9752,3078,5,8167,0,26643,27103,27142.0
06:35,631,1824,968,361,228,463,5,2267,9755,3092,-32,8062,0,26643,27362,27254.0
06:40,864,1838,968,362,228,463,5,2267,9672,3101,-25,8011,0,26643,27362,27385.0
06:45,1116,1842,968,359,228,463,6,2267,9600,3090,-40,7914,0,26643,27362,27453.0
06:50,1390,1821,968,360,228,463,6,2267,9591,3094,-5,7734,0,26643,27683,27520.0
06:55,1686,1809,968,360,228,463,6,2266,9413,3060,-9,7711,0,26643,27683,27604.0
07:00,2006,1768,967,359,227,463,6,2267,9274,2946,16,7769,0,26643,27683,27769.0
07:05,2341,1744,968,361,226,460,6,2267,9361,2664,18,7787,0,28088,28266,27938.0
07:10,2675,1735,968,359,226,444,6,2267,9509,2496,9,7792,0,28088,28266,28156.0
07:15,3068,1705,967,354,226,443,6,2266,9534,2464,-9,7634,0,28088,28266,28315.0
07:20,3482,1682,967,355,226,443,6,2266,9581,2472,-57,7451,0,28088,28490,28479.0
07:25,3880,1652,966,355,226,442,6,2267,9459,2518,-22,7186,0,28088,28490,28529.0
07:30,4246,1625,945,355,226,443,6,2266,9346,2560,2,6914,0,28088,28490,28542.0
07:35,4616,1581,928,357,226,442,6,2266,9264,2560,4,6800,0,28088,28826,28679.0
07:40,5027,1561,930,356,225,442,6,2267,9172,2551,3,6630,0,28088,28826,28801.0
07:45,5433,1538,930,357,226,442,6,2266,9071,2544,-14,6429,0,28088,28826,28855.0
07:50,5795,1498,931,357,226,443,6,2267,8927,2551,3,6328,0,28088,29108,28947.0
07:55,6142,1471,929,356,225,443,6,2266,8734,2538,-8,6260,0,28088,29108,29003.0
08:00,6481,1429,929,356,225,442,6,2266,8680,2555,-23,6111,0,28088,29108,29093.0
08:05,6789,1393,929,358,225,443,6,2266,8677,2538,-1,6011,0,29160,29511,29259.0
08:10,7026,1347,928,357,225,451,6,2266,8702,2473,-2,5964,0,29160,29511,29406.0
08:15,7235,1315,929,359,227,451,6,2266,8744,2506,-3,5894,0,29160,29511,29540.0
08:20,7491,1273,928,359,228,450,6,2266,8701,2504,-4,5819,0,29160,29644,29659.0
08:25,7709,1247,929,359,228,450,6,2266,8617,2501,-4,5789,0,29160,29644,29728.0
08:30,7942,1230,930,358,228,451,6,2267,8461,2505,7,5756,0,29160,29644,29772.0
08:35,8119,1193,929,355,228,451,6,2267,8474,2493,13,5706,0,29160,29841,29878.0
08:40,8293,1152,929,355,228,451,6,2267,8559,2468,25,5611,0,29160,29841,29987.0
08:45,8463,1123,928,355,228,451,7,2267,8551,2466,8,5565,0,29160,29841,30059.0
08:50,8617,1082,928,353,229,451,7,2266,8614,2465,-4,5486,0,29160,30128,30132.0
08:55,8806,1065,927,356,228,451,7,2265,8783,2458,-4,5249,0,29160,30128,30225.0
09:00,8922,1054,927,354,228,450,7,2266,8985,2454,-9,5037,0,29160,30128,30324.0
09:05,9011,1042,927,354,228,463,7,2266,9026,2443,-4,5049,0,30310,30610,30469.0
09:10,9125,1011,926,354,228,490,8,2266,9013,2445,-4,5048,0,30310,30610,30585.0
09:15,9237,1012,927,356,228,490,8,2266,9116,2444,-4,4933,0,30310,30610,30689.0
09:20,9334,1031,926,357,228,484,8,2267,9158,2448,-3,4865,0,30310,30862,30792.0
