Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other,Day ahead forecast,Hour ahead forecast,Current demand
00:00,-36,3975,973,252,207,124,17,2267,6959,1233,59,7242,0,23553,23079,22870
00:05,-36,4009,973,253,207,124,18,2268,7076,1204,33,6978,0,22324,22802,22771
00:10,-36,4002,974,252,207,125,16,2267,7199,1210,117,6812,0,22324,22802,22797
00:15,-36,3995,973,253,207,126,17,2267,7210,1240,119,6699,0,22324,22802,22720
00:20,-36,3999,973,254,207,125,17,2267,7100,1246,109,6738,0,22324,22513,22649
00:25,-36,4007,974,253,208,125,18,2267,7014,1246,117,6745,0,22324,22513,22573
00:30,-36,4031,974,254,207,125,18,2267,6917,1243,125,6737,0,22324,22513,22496
00:35,-36,4042,973,255,207,125,19,2267,6776,1252,130,6777,0,22324,22234,22411
00:40,-37,4074,973,255,208,125,18,2267,6564,1254,138,6866,0,22324,22234,22316
00:45,-36,4117,974,254,207,126,19,2267,6466,1246,77,6903,0,22324,22234,22227
00:50,-36,4141,973,255,207,126,18,2268,6433,1233,19,6832,0,22324,21985,22041
00:55,-36,4148,974,255,207,127,18,2267,6409,1228,63,6782,0,22324,21985,21979
01:00,-36,4145,968,254,208,126,18,2268,6412,1233,97,6709,0,22324,21985,21968
01:05,-36,4149,974,255,208,125,18,2266,6422,1233,121,6675,0,21552,21722,22002
01:10,-36,4152,975,257,207,125,19,2266,6479,1248,123,6540,0,21552,21722,21959
01:15,-36,4129,972,255,208,124,18,2267,6426,1246,124,6555,0,21552,21722,21909
01:20,-36,4138,973,254,207,124,18,2266,6297,1237,114,6608,0,21552,21662,21846
01:25,-36,4141,972,255,208,124,18,2267,6257,1240,132,6598,0,21552,21662,21799
01:30,-36,4142,973,255,208,124,18,2266,6272,1246,132,6463,0,21552,21662,21710
01:35,-36,4150,974,255,208,124,18,2267,6289,1246,132,6398,0,21552,21485,21665
01:40,-36,4200,974,254,208,124,19,2267,6262,1243,105,6342,0,21552,21485,21586
01:45,-36,4209,975,254,207,124,18,2268,6211,1239,98,6361,0,21552,21485,21522
01:50,-36,4220,974,253,208,124,19,2267,6177,1249,109,6328,0,21552,21336,21456
01:55,-36,4238,974,253,207,124,19,2267,6113,1252,116,6329,0,21552,21336,21406
02:00,-36,4250,975,252,207,124,19,2267,6143,1239,116,6289,0,21552,21336,21358
02:05,-36,4265,975,252,207,124,18,2268,6176,1222,130,6245,0,21006,21223,21329
02:10,-36,4354,975,250,207,124,18,2268,6174,1226,118,6176,0,21006,21223,21300
02:15,-17,4373,975,250,207,125,18,2268,6086,1224,86,6211,0,21006,21223,21227
02:20,-28,4375,975,250,207,125,18,2268,6066,1232,40,6222,0,21006,21095,21119
02:25,-37,4390,976,245,207,125,18,2268,6009,1226,40,6258,0,21006,21095,21090
02:30,-37,4405,975,243,207,126,17,2268,5960,1222,38,6266,0,21006,21095,21050
02:35,-37,4386,976,247,208,126,18,2268,6105,1222,43,6174,0,21006,20913,21072
02:40,-37,4381,975,250,207,126,18,2268,6178,1225,26,6017,0,21006,20913,21000
02:45,-37,4368,976,251,207,126,18,2268,6260,1223,4,5964,0,21006,20913,20941
02:50,-37,4346,977,252,207,126,18,2268,6436,1221,-6,5758,0,21006,20903,20894
02:55,-37,4296,976,254,208,125,19,2267,6493,1236,-3,5667,0,21006,20903,20854
03:00,-37,4244,975,254,207,125,18,2267,6457,1234,3,5669,0,21006,20903,20812
03:05,-37,4169,976,257,207,125,18,2268,6424,1260,-42,5755,0,20795,20825,20796
03:10,-37,4095,976,256,207,125,19,2268,6448,1288,-55,5736,0,20795,20825,20783
03:15,-38,4040,975,256,207,125,18,2267,6499,1288,-54,5696,0,20795,20825,20759
03:20,-38,4017,975,255,208,125,18,2267,6525,1295,-58,5648,0,20795,20737,20731
03:25,-38,3987,976,255,208,125,18,2267,6438,1282,-69,5761,0,20795,20737,20737
03:30,-38,3991,976,254,207,124,17,2267,6468,1283,-58,5708,0,20795,20737,20721
03:35,-38,4041,977,256,207,124,17,2267,6239,1283,-72,5899,0,20795,20712,20728
03:40,-37,4110,975,257,207,124,17,2268,6076,1286,-73,5982,0,20795,20712,20706
03:45,-37,4135,976,257,207,123,17,2268,6036,1282,-70,5984,0,20795,20712,20696
03:50,-37,4119,975,256,207,123,17,2268,6038,1282,-51,5969,0,20795,20822,20700
03:55,-37,4089,976,254,207,123,17,2267,6087,1288,-45,5925,0,20795,20822,20704
04:00,-40,4099,976,253,207,124,18,2268,6240,1304,-27,5773,0,20795,20822,20708
04:05,-38,4095,976,253,207,122,18,2266,6395,1323,22,5577,0,21167,20982,20783
04:10,-37,4051,968,253,207,123,17,2267,6464,1313,28,5651,0,21167,20982,20881
04:15,-37,4007,965,255,207,123,17,2267,6611,1310,29,5587,0,21167,20982,20910
04:20,-37,3923,974,255,207,123,18,2267,6675,1315,24,5649,0,21167,21074,20933
04:25,-38,3882,974,256,207,123,18,2267,6721,1320,30,5657,0,21167,21074,20964
04:30,-38,3876,973,257,207,124,18,2267,6803,1332,19,5623,0,21167,21074,20989
04:35,-37,3916,971,258,206,123,19,2267,6884,1330,33,5576,0,21167,21177,21046
04:40,-37,3926,971,258,206,124,18,2267,7006,1323,36,5480,0,21167,21177,21089
04:45,-37,3897,971,257,206,123,18,2267,7041,1317,41,5482,0,21167,21177,21103
04:50,-37,3899,971,258,206,123,18,2267,7063,1325,46,5478,0,21167,21512,21148
04:55,-37,3954,971,258,206,123,18,2267,6982,1324,28,5576,0,21167,21512,21216
05:00,-37,3969,971,257,206,123,18,2267,6897,1322,9,5730,0,21167,21512,21279
05:05,-37,3991,971,256,206,123,19,2268,6711,1301,37,6091,0,22272,21918,21484
05:10,-37,4076,973,256,206,123,19,2267,6631,1316,59,6275,0,22272,21918,21717
05:15,-37,4055,973,256,206,122,18,2267,6575,1293,57,6515,0,22272,21918,21867
05:20,-38,3961,971,255,206,122,18,2267,6676,1327,65,6621,0,22272,22280,21966
05:25,-37,3962,972,255,206,122,19,2267,6730,1314,63,6601,0,22272,22280,22040
05:30,-37,3946,975,256,206,122,18,2267,6887,1289,64,6583,0,22272,22280,22114
05:35,-37,3910,975,256,206,122,19,2267,7033,1293,50,6620,0,22272,22534,22260
05:40,-37,3881,975,256,206,122,19,2267,7154,1301,49,6644,0,22272,22534,22375
05:45,-38,3839,975,257,206,121,19,2267,7273,1305,51,6645,0,22272,22534,22466
05:50,-38,3857,975,256,206,121,19,2268,7345,1304,82,6629,0,22272,23214,22563
05:55,-38,3879,975,255,206,143,19,2267,7335,1324,92,6714,0,22272,23214,22691
06:00,-37,3889,975,257,206,162,19,2267,7136,1436,87,6979,0,22272,23214,22838
06:05,-38,3895,974,258,206,162,18,2268,6981,1746,37,7221,0,24429,23837,23157
06:10,-38,3901,973,259,206,163,18,2267,6893,1885,-89,7684,0,24429,23837,23498
06:15,-38,3892,971,258,206,164,18,2269,6929,1856,-74,7845,0,24429,23837,23649
06:20,-38,3864,973,258,206,164,18,2267,7033,1890,12,7758,0,24429,24281,23815
06:25,-37,3788,974,259,205,164,18,2268,7092,1904,29,7806,0,24429,24281,23950
06:30,-36,3666,975,258,206,164,18,2267,7188,1927,56,7908,0,24429,24281,24095
06:35,-29,3509,970,259,205,164,18,2268,7288,1946,102,8023,0,24429,24392,24227
06:40,-16,3402,976,258,206,164,17,2268,7345,1971,160,8092,0,24429,24392,24415
06:45,12,3295,976,258,206,164,17,2267,7465,1951,140,8128,0,24429,24392,24510
06:50,64,3222,976,258,206,164,17,2268,7614,1935,113,8101,0,24429,24753,24574
06:55,126,3182,977,257,198,164,17,2268,7724,1968,98,8015,0,24429,24753,24592
07:00,198,3113,977,258,185,164,18,2268,7806,1966,63,8034,0,24429,24753,24656
07:05,301,3033,977,257,186,164,18,2269,7905,1890,247,7943,0,25383,25056,24740
07:10,445,2987,976,259,187,153,18,2268,7703,1838,261,8031,0,25383,25056,24826
